donorID,proba_donation
134242,0.01451360208787363
126503,0.005604376431090674
104392,0.023125707345840782
105905,0.007109995406279266
120506,0.014014676406463849
128540,0.04362019291504558
126159,0.004574338674120433
141462,0.004271803141888652
140682,0.04825665743887672
133551,0.049989298810925106
102019,0.015206527209773852
105175,0.05893167994635183
111013,0.009413115592767324
144019,0.027187547946911285
131199,0.020385914404037943
142468,0.008471799912124453
121937,0.004574338674120433
107681,0.008192043051561284
113805,0.0024630951663275067
112360,0.0255489108679657
114420,0.0378932422965472
135378,0.012380229991582685
138381,0.011199482925259706
133011,0.0016700397330071126
136120,0.034625426340985616
105054,0.00850424200592747
110537,0.01290855625443985
143137,0.022237201814310513
133273,0.004574338674120433
124016,0.04704541434481145
109613,0.012170356916188304
125090,0.1045084262383677
134162,0.00753289997286055
102042,0.051923517021779914
136934,0.018558895107289367
126262,0.009617832737397683
113933,0.013607868171697384
119380,0.02498483645487751
100249,0.032519150106444905
117440,0.04079891847142098
131283,0.0058563739403088505
139543,0.008234333076019592
111228,0.022237201814310513
135548,0.01122748236124912
104585,0.011278343170000447
102087,0.05446160043809717
126860,0.025477246781129923
120710,0.02007723693830291
142371,0.015156179682941655
125901,0.003285066019386517
132052,0.0045657819465842455
110640,0.09198165706301305
121011,0.1275306960875591
110607,0.011487621833273022
112443,0.009461683607788146
110218,0.0341448408621258
110015,0.0067327573239997955
127700,0.0024630951663275067
114247,0.01225317136138631
122641,0.017236795292472767
123227,0.03344777412746133
103057,0.08064262479084967
138110,0.025793811604026332
103992,0.006274036437889579
139274,0.029831008570422205
133143,0.005851987842779513
140608,0.007109995406279266
137320,0.00803441848716674
120195,0.007264746553163601
144652,0.017412774512264275
135074,0.012763863217143748
120797,0.04266792001301764
137241,0.010917926759836459
123448,0.06266602877587016
127181,0.06572272392989992
143400,0.004792667177160049
133585,0.00753289997286055
129281,0.02498483645487751
106420,0.020744183228717315
120310,0.012796512397290887
100875,0.0028486746030520213
129379,0.026922167506701133
129171,0.009449807644490452
135592,0.00684085052879223
134625,0.0024630951663275067
101112,0.040987134490462374
115541,0.02447720055494809
117581,0.029853968068318085
105378,0.10992880818099138
102661,0.8053391716597605
107960,0.007504570770148294
122968,0.01646751479121944
120026,0.007312280769092456
122244,0.0129533119060204
128645,0.008426678149887621
133355,0.02838480415380544
115905,0.009764499893388722
117502,0.05307986196377256
116338,0.02286981979623043
127497,0.04456025593644824
125673,0.009610656750861696
114453,0.01837647549349631
123338,0.010585829750797412
143900,0.009197968131375366
132439,0.0036348262547703574
109393,0.18983224038315652
128763,0.057572268815103404
133177,0.0067327573239997955
124227,0.036544647634407575
110430,0.019932918703578408
126070,0.19772360624048002
103038,0.017412774512264275
140029,0.010585829750797412
125784,0.10402925881924317
123829,0.01451360208787363
100711,0.05005065306768753
104178,0.010585829750797412
127045,0.009691180914022253
109694,0.005436503706141024
122069,0.06093102966923967
106310,0.01788172047635168
122041,0.13861988241312018
115706,0.00945197725246275
113290,0.005109719062820534
100556,0.0010171800035346055
133029,0.03985184564999346
139558,0.04682441900954881
130931,0.043420362883312906
142127,0.04543804557125924
116669,0.02498483645487751
119194,0.017412774512264275
130875,0.08408980707514266
135370,0.01607994677708193
116520,0.05041413808436262
139370,0.01122748236124912
127695,0.015156179682941655
117497,0.0631336151214079
109328,0.02755483465923649
122865,0.024742102302911535
113674,0.04543804557125924
139537,0.02256615157513035
138496,0.00652349690688034
136521,0.010084402962311124
130420,0.01121314309479857
106548,0.01927236501351584
115251,0.05793072439698812
135629,0.00684085052879223
115788,0.012186952276266282
135068,0.13216838006906861
124642,0.026922167506701133
134467,0.017111036452915167
122703,0.016439020758453073
131575,0.0705665914121596
129204,0.01451360208787363
102874,0.003967360726711187
109978,0.003407148950937499
111174,0.004574338674120433
133071,0.005109719062820534
100789,0.04543804557125924
108569,0.007518593479782578
101757,0.019418119422025613
143951,0.010866158205407227
107102,0.01595739196805218
111014,0.021486040694045055
137752,0.0024630951663275067
144358,0.009291378346747444
124514,0.009289078929682547
103311,0.013607868171697384
144060,0.022237201814310513
128133,0.21908968804621057
101994,0.028436724872665717
136426,0.06302245304141434
128219,0.007870348666904094
104928,0.031898958913766734
138999,0.015041854348687302
118484,0.051609889736135034
118000,0.03494366122283611
113192,0.07627771998287403
143537,0.02003542696175541
113080,0.020744183228717315
112140,0.03472713245174885
135345,0.011927215044911876
137972,0.006274036437889579
114553,0.003595951744534355
136775,0.026922167506701133
144146,0.03359907754049627
142829,0.0045657819465842455
130339,0.010300973826444244
142848,0.00684085052879223
131863,0.049989298810925106
104526,0.0024630951663275067
105255,0.015812956451219606
115762,0.008648018001140857
112460,0.033693276778392484
119099,0.033890765644302684
119667,0.011214096085280935
100511,0.004574338674120433
127449,0.010585829750797412
139447,0.023211162410044357
139738,0.007615186464381804
101287,0.04255419569129498
116260,0.025520765592488497
137623,0.013951922234576083
133160,0.025980134973111784
135925,0.022237201814310513
116988,0.06410238345041147
117021,0.02454240919933202
122096,0.022237201814310513
116670,0.034035749812614466
101433,0.009298318175949687
118574,0.0631336151214079
120340,0.09601190850602893
137092,0.02592262462937882
134262,0.007518593479782578
121195,0.0009567567651085041
101716,0.010768676145526077
108156,0.047626944491411506
137366,0.00652349690688034
133589,0.0033324622613831218
105570,0.05433645112469204
132894,0.01788172047635168
125068,0.031037519182063707
105218,0.037868719522941394
105087,0.007409669446172496
107054,0.00836281960507608
100637,0.0045657819465842455
137591,0.005890436115167343
143280,0.015565315672776673
119869,0.05844855100490333
131105,0.005851987842779513
126850,0.00526383023516919
125507,0.023663335233343647
121197,0.047626944491411506
102947,0.026588293229541853
140832,0.015789369396090287
114359,0.016432395082254733
120529,0.005851987842779513
131698,0.034625426340985616
123433,0.07429676585490186
123831,0.05852726480490931
102523,0.005452946708092434
130942,0.057572268815103404
127266,0.04581867549621452
139997,0.0066842187721418405
117958,0.008568647141455131
105075,0.050585666163182434
109244,0.007109995406279266
121524,0.00684085052879223
127012,0.008078245785117075
105939,0.008193818801001826
107578,0.007109995406279266
129093,0.06693128672159425
127255,0.04722750015458342
144403,0.01277809585330088
131984,0.02592262462937882
128234,0.02807427630251968
111159,0.008410976151093234
120483,0.010585829750797412
106581,0.02337708514585275
135957,0.0067327573239997955
129182,0.004217511912782582
136383,0.02092950269276517
106099,0.00684085052879223
114644,0.02951079207401235
110412,0.02003542696175541
129155,0.010839075460163496
134032,0.012949717785623203
126839,0.017336577372246368
129283,0.009374976497540627
125637,0.00526383023516919
121702,0.014014676406463849
111087,0.0032907151176652673
117715,0.012573957130642422
127350,0.005592000763129944
133653,0.05622720889252684
130857,0.008753723299562104
140863,0.0034586884705780597
118295,0.24519028421589203
105208,0.010585829750797412
106671,0.025477246781129923
108257,0.021784077105049614
142403,0.003967360726711187
138882,0.011208146537018238
101752,0.04384582299941725
125243,0.0067327573239997955
124500,0.005851987842779513
130294,0.006669660848318558
126889,0.009764499893388722
130306,0.003967360726711187
120379,0.032896997909176225
131295,0.005109719062820534
109494,0.05622720889252684
124470,0.030976118254026942
121706,0.022237201814310513
108032,0.003967360726711187
107151,0.008758992889614715
101841,0.02092950269276517
116097,0.03140585428080294
143797,0.005890436115167343
118450,0.0216986672055504
117054,0.04266792001301764
135153,0.057572268815103404
103528,0.010726728905732057
128949,0.00526383023516919
139471,0.011941921416841044
118088,0.0021009127824320184
126046,0.05622720889252684
109717,0.008426678149887621
